page1,page2,page3,page4,page5,page6,page7,page8
tech,tech,tech,,,,,
frontpage,msn,mich,mich,mich,mich,mich,mich
weather,weather,weather,weather,,,,
frontpage,frontpage,,,,,,
sports,,,,,,,
news,bbs,bbs,bbs,bbs,local,bbs,bbs
tech,tech,living,living,living,tech,tech,
health,health,health,health,health,health,health,health
frontpage,,,,,,,
on_air,,,,,,,
on_air,health,,,,,,
summary,mich,summary,summary,,,,
health,local,health,health,health,health,health,
sports,health,health,,,,,
news,news,travel,news,news,,,
news,sports,tech,living,on_air,,,
health,health,health,health,,,,
weather,weather,weather,weather,weather,weather,,
opinion,,,,,,,
bbs,,,,,,,
news,news,news,news,news,,,
health,local,living,,,,,
on_air,on_air,on_air,on_air,on_air,on_air,on_air,on_air
health,health,health,opinion,health,,,
on_air,,,,,,,
frontpage,,,,,,,
tech,tech,,,,,,
weather,weather,weather,weather,,,,
bbs,local,local,local,,,,
on_air,tech,,,,,,
on_air,,,,,,,
on_air,,,,,,,
weather,weather,weather,weather,weather,,,
weather,weather,,,,,,
on_air,,,,,,,
health,health,news,news,news,news,,
on_air,,,,,,,
weather,weather,weather,weather,weather,weather,weather,
weather,,,,,,,
news,,,,,,,
health,,,,,,,
bbs,,,,,,,
health,,,,,,,
frontpage,news,frontpage,news,frontpage,frontpage,frontpage,
health,tech,,,,,,
travel,,,,,,,
health,frontpage,health,,,,,
summary,summary,,,,,,
on_air,on_air,on_air,on_air,,,,
local,news,local,summary,,,,
bbs,,,,,,,
frontpage,,,,,,,
sports,news,news,news,news,news,opinion,news
frontpage,,,,,,,
business,,,,,,,
weather,weather,,,,,,
health,health,health,health,,,,
living,tech,,,,,,
frontpage,sports,frontpage,,,,,
local,local,local,local,summary,summary,local,local
weather,,,,,,,
local,local,,,,,,
bbs,on_air,,,,,,
bbs,bbs,,,,,,
frontpage,tech,tech,frontpage,msn,frontpage,news,frontpage
tech,,,,,,,
news,,,,,,,
news,news,news,news,,,,
on_air,,,,,,,
bbs,,,,,,,
local,local,,,,,,
on_air,bbs,bbs,bbs,,,,
bbs,local,tech,sports,bbs,bbs,bbs,bbs
sports,sports,,,,,,
on_air,,,,,,,
on_air,,,,,,,
frontpage,business,business,business,business,business,frontpage,local
frontpage,bbs,bbs,bbs,,,,
frontpage,news,,,,,,
local,local,,,,,,
summary,,,,,,,
on_air,,,,,,,
on_air,,,,,,,
sports,,,,,,,
news,,,,,,,
on_air,on_air,on_air,on_air,on_air,on_air,on_air,on_air
tech,,,,,,,
sports,,,,,,,
frontpage,sports,sports,sports,,,,
tech,news,news,opinion,on_air,mich,mich,mich
frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage
weather,,,,,,,
news,news,bbs,opinion,opinion,business,living,living
health,frontpage,,,,,,
health,health,,,,,,
local,local,,,,,,
local,,,,,,,
news,,,,,,,
frontpage,frontpage,business,frontpage,frontpage,frontpage,frontpage,frontpage
bbs,bbs,bbs,bbs,bbs,,,
health,health,,,,,,
frontpage,frontpage,,,,,,
on_air,,,,,,,
tech,local,,,,,,
on_air,health,health,tech,local,sports,,
health,,,,,,,
tech,,,,,,,
summary,bbs,,,,,,
local,local,local,local,local,local,local,local
news,bbs,,,,,,
health,health,summary,summary,summary,summary,weather,weather
sports,,,,,,,
frontpage,frontpage,frontpage,,,,,
frontpage,living,frontpage,bbs,bbs,bbs,bbs,frontpage
sports,sports,,,,,,
frontpage,frontpage,frontpage,frontpage,frontpage,news,news,news
sports,,,,,,,
frontpage,sports,,,,,,
frontpage,living,,,,,,
tech,tech,,,,,,
weather,weather,weather,,,,,
frontpage,,,,,,,
summary,,,,,,,
tech,tech,,,,,,
frontpage,news,,,,,,
tech,tech,tech,tech,tech,tech,,
local,,,,,,,
news,bbs,,,,,,
news,news,news,news,,,,
frontpage,frontpage,,,,,,
health,,,,,,,
weather,weather,,,,,,
frontpage,frontpage,frontpage,,,,,
weather,weather,weather,weather,weather,weather,weather,
on_air,business,tech,local,local,local,on_air,on_air
frontpage,frontpage,,,,,,
frontpage,,,,,,,
sports,,,,,,,
tech,,,,,,,
news,news,news,news,news,news,weather,weather
frontpage,,,,,,,
frontpage,sports,business,tech,,,,
business,,,,,,,
frontpage,frontpage,sports,frontpage,,,,
on_air,local,sports,business,,,,
news,news,news,news,sports,sports,,
frontpage,frontpage,news,frontpage,,,,
on_air,,,,,,,
frontpage,,,,,,,
frontpage,bbs,bbs,bbs,bbs,bbs,bbs,bbs
frontpage,frontpage,frontpage,,,,,
on_air,on_air,on_air,on_air,frontpage,,,
on_air,,,,,,,
on_air,,,,,,,
news,,,,,,,
weather,,,,,,,
bbs,,,,,,,
frontpage,frontpage,frontpage,frontpage,news,frontpage,,
frontpage,frontpage,frontpage,living,frontpage,news,news,frontpage
bbs,frontpage,bbs,frontpage,news,frontpage,news,news
news,news,,,,,,
frontpage,living,living,living,frontpage,tech,,
on_air,,,,,,,
on_air,,,,,,,
local,local,on_air,,,,,
frontpage,frontpage,,,,,,
weather,weather,,,,,,
health,health,weather,weather,weather,weather,health,health
tech,tech,news,tech,news,tech,sports,tech
on_air,,,,,,,
frontpage,,,,,,,
tech,,,,,,,
frontpage,sports,tech,,,,,
business,on_air,,,,,,
frontpage,frontpage,sports,frontpage,on_air,on_air,on_air,on_air
bbs,,,,,,,
sports,sports,sports,sports,sports,sports,sports,sports
frontpage,news,news,news,news,tech,tech,
sports,,,,,,,
sports,,,,,,,
local,local,health,health,,,,
health,mich,mich,mich,mich,mich,mich,health
frontpage,frontpage,frontpage,frontpage,,,,
on_air,,,,,,,
on_air,,,,,,,
health,frontpage,sports,,,,,
on_air,on_air,,,,,,
on_air,,,,,,,
health,weather,weather,tech,news,news,news,news
summary,,,,,,,
health,,,,,,,
summary,,,,,,,
on_air,,,,,,,
local,local,local,,,,,
local,local,local,,,,,
news,news,news,news,living,living,living,living
news,,,,,,,
on_air,tech,,,,,,
summary,,,,,,,
news,,,,,,,
on_air,,,,,,,
on_air,mich,,,,,,
weather,news,weather,local,mich,weather,mich,weather
frontpage,frontpage,,,,,,
on_air,,,,,,,
local,local,local,local,local,,,
living,living,,,,,,
summary,,,,,,,
on_air,,,,,,,
tech,,,,,,,
frontpage,,,,,,,
news,news,news,,,,,
health,,,,,,,
local,,,,,,,
travel,opinion,travel,,,,,
on_air,,,,,,,
summary,,,,,,,
on_air,on_air,,,,,,
on_air,travel,on_air,local,local,weather,weather,weather
tech,on_air,on_air,,,,,
on_air,travel,on_air,,,,,
local,,,,,,,
on_air,,,,,,,
local,sports,health,local,health,,,
on_air,on_air,on_air,on_air,,,,
summary,summary,,,,,,
sports,,,,,,,
mich,mich,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage
local,,,,,,,
on_air,,,,,,,
bbs,,,,,,,
health,health,health,health,sports,sports,sports,news
on_air,,,,,,,
summary,summary,summary,,,,,
frontpage,bbs,bbs,bbs,bbs,bbs,bbs,
on_air,tech,living,mich,mich,mich,mich,mich
bbs,bbs,bbs,bbs,bbs,,,
tech,,,,,,,
news,,,,,,,
on_air,,,,,,,
weather,weather,travel,travel,business,travel,living,travel
travel,,,,,,,
sports,sports,,,,,,
news,business,business,business,business,tech,tech,living
on_air,on_air,on_air,on_air,,,,
frontpage,frontpage,mich,local,local,local,local,local
weather,weather,weather,weather,weather,,,
summary,summary,,,,,,
health,,,,,,,
on_air,frontpage,,,,,,
living,,,,,,,
health,sports,,,,,,
tech,,,,,,,
on_air,travel,on_air,on_air,on_air,on_air,on_air,on_air
on_air,,,,,,,
summary,summary,summary,summary,summary,summary,summary,summary
summary,summary,summary,summary,summary,,,
sports,sports,,,,,,
on_air,on_air,business,weather,weather,weather,weather,weather
health,mich,health,,,,,
weather,weather,weather,weather,weather,weather,weather,weather
summary,summary,summary,mich,summary,bbs,bbs,bbs
on_air,,,,,,,
weather,news,,,,,,
bbs,bbs,bbs,bbs,bbs,,,
weather,,,,,,,
news,news,news,news,,,,
frontpage,business,frontpage,mich,local,frontpage,news,news
sports,sports,sports,sports,sports,,,
on_air,on_air,,,,,,
on_air,local,,,,,,
on_air,,,,,,,
sports,health,,,,,,
frontpage,frontpage,local,mich,local,local,local,local
health,mich,mich,frontpage,local,local,local,local
frontpage,frontpage,local,sports,news,frontpage,frontpage,frontpage
on_air,,,,,,,
on_air,on_air,on_air,on_air,on_air,on_air,on_air,on_air
health,mich,health,health,health,,,
news,,,,,,,
on_air,,,,,,,
weather,weather,weather,weather,weather,weather,weather,
news,news,,,,,,
frontpage,,,,,,,
sports,,,,,,,
on_air,on_air,tech,,,,,
summary,summary,summary,summary,summary,summary,,
frontpage,frontpage,living,living,living,frontpage,,
frontpage,bbs,,,,,,
bbs,,,,,,,
frontpage,frontpage,,,,,,
frontpage,mich,local,mich,local,,,
local,,,,,,,
on_air,on_air,on_air,on_air,on_air,on_air,,
travel,local,,,,,,
on_air,on_air,,,,,,
frontpage,sports,sports,,,,,
tech,,,,,,,
living,,,,,,,
news,news,frontpage,frontpage,travel,news,news,news
frontpage,local,frontpage,living,,,,
frontpage,sports,sports,sports,sports,sports,sports,
sports,sports,sports,frontpage,sports,sports,sports,sports
health,health,,,,,,
on_air,on_air,mich,mich,mich,on_air,mich,news
frontpage,frontpage,tech,tech,tech,frontpage,frontpage,news
summary,summary,mich,mich,summary,,,
living,living,living,,,,,
summary,summary,summary,,,,,
health,,,,,,,
on_air,,,,,,,
weather,weather,,,,,,
on_air,,,,,,,
on_air,,,,,,,
tech,,,,,,,
summary,summary,summary,,,,,
frontpage,mich,mich,frontpage,frontpage,frontpage,frontpage,frontpage
on_air,,,,,,,
news,news,news,,,,,
tech,,,,,,,
on_air,mich,mich,mich,on_air,,,
on_air,,,,,,,
weather,weather,weather,weather,weather,weather,,
summary,,,,,,,
on_air,,,,,,,
frontpage,frontpage,frontpage,,,,,
frontpage,frontpage,frontpage,frontpage,,,,
tech,,,,,,,
frontpage,bbs,frontpage,frontpage,frontpage,local,frontpage,bbs
frontpage,bbs,bbs,bbs,bbs,frontpage,bbs,
frontpage,frontpage,living,frontpage,tech,,,
on_air,travel,living,bbs,living,msn,,
on_air,on_air,on_air,,,,,
frontpage,business,bbs,bbs,bbs,bbs,frontpage,
news,news,news,,,,,
sports,,,,,,,
frontpage,on_air,,,,,,
frontpage,,,,,,,
on_air,on_air,on_air,,,,,
summary,mich,summary,summary,summary,,,
frontpage,frontpage,frontpage,local,frontpage,frontpage,,
weather,weather,weather,,,,,
frontpage,living,living,living,living,frontpage,living,frontpage
frontpage,tech,frontpage,frontpage,frontpage,local,,
summary,summary,summary,bbs,bbs,,,
travel,sports,,,,,,
frontpage,msn,frontpage,,,,,
frontpage,frontpage,frontpage,frontpage,bbs,bbs,frontpage,
business,,,,,,,
frontpage,frontpage,msn,frontpage,,,,
frontpage,tech,tech,tech,,,,
on_air,on_air,on_air,,,,,
travel,news,news,news,news,,,
local,,,,,,,
frontpage,business,local,frontpage,business,local,on_air,
sports,,,,,,,
frontpage,sports,sports,,,,,
tech,,,,,,,
frontpage,local,frontpage,business,frontpage,frontpage,frontpage,frontpage
bbs,bbs,bbs,bbs,bbs,bbs,bbs,
frontpage,frontpage,frontpage,travel,on_air,mich,on_air,mich
tech,,,,,,,
news,,,,,,,
frontpage,sports,,,,,,
frontpage,news,news,news,bbs,,,
frontpage,news,tech,tech,tech,news,frontpage,
frontpage,frontpage,frontpage,frontpage,,,,
on_air,,,,,,,
on_air,,,,,,,
on_air,,,,,,,
news,news,,,,,,
on_air,,,,,,,
tech,,,,,,,
frontpage,sports,frontpage,living,frontpage,business,frontpage,sports
health,,,,,,,
frontpage,frontpage,frontpage,,,,,
local,local,local,local,local,,,
frontpage,frontpage,,,,,,
frontpage,,,,,,,
frontpage,frontpage,news,,,,,
business,,,,,,,
frontpage,on_air,frontpage,on_air,on_air,on_air,,
on_air,local,,,,,,
local,local,,,,,,
frontpage,news,news,news,news,business,business,living
frontpage,frontpage,local,local,local,local,local,local
news,,,,,,,
news,news,news,news,news,bbs,bbs,bbs
frontpage,sports,,,,,,
tech,tech,,,,,,
on_air,on_air,on_air,on_air,on_air,on_air,on_air,frontpage
frontpage,bbs,bbs,bbs,bbs,bbs,bbs,bbs
travel,business,,,,,,
weather,,,,,,,
tech,,,,,,,
frontpage,frontpage,frontpage,,,,,
sports,sports,,,,,,
weather,weather,weather,,,,,
weather,weather,weather,weather,,,,
on_air,,,,,,,
health,health,opinion,opinion,opinion,opinion,opinion,opinion
weather,weather,weather,,,,,
frontpage,frontpage,mich,mich,frontpage,,,
frontpage,frontpage,frontpage,,,,,
tech,on_air,,,,,,
frontpage,frontpage,frontpage,sports,sports,frontpage,sports,sports
local,,,,,,,
living,,,,,,,
health,,,,,,,
frontpage,frontpage,frontpage,,,,,
on_air,summary,,,,,,
sports,,,,,,,
on_air,,,,,,,
news,living,living,,,,,
news,,,,,,,
frontpage,frontpage,,,,,,
weather,weather,living,local,,,,
local,local,local,news,tech,news,,
summary,,,,,,,
on_air,mich,mich,mich,on_air,on_air,,
health,,,,,,,
frontpage,frontpage,frontpage,business,frontpage,,,
sports,sports,frontpage,frontpage,sports,sports,sports,sports
frontpage,frontpage,frontpage,,,,,
on_air,on_air,on_air,living,living,,,
health,mich,health,health,on_air,weather,weather,weather
local,local,local,local,local,local,local,local
on_air,on_air,,,,,,
on_air,,,,,,,
local,local,tech,tech,,,,
weather,weather,weather,weather,weather,weather,weather,weather
health,weather,weather,,,,,
frontpage,frontpage,,,,,,
weather,weather,weather,,,,,
news,business,,,,,,
on_air,,,,,,,
local,,,,,,,
health,sports,health,health,health,sports,health,living
bbs,,,,,,,
on_air,on_air,local,local,local,local,local,local
frontpage,on_air,living,opinion,opinion,opinion,frontpage,news
weather,,,,,,,
on_air,,,,,,,
summary,summary,,,,,,
news,,,,,,,
bbs,,,,,,,
frontpage,msn,on_air,news,news,on_air,bbs,bbs
weather,,,,,,,
summary,summary,summary,summary,summary,bbs,summary,frontpage
sports,sports,sports,sports,sports,,,
business,,,,,,,
on_air,summary,,,,,,
summary,,,,,,,
tech,tech,,,,,,
health,health,,,,,,
tech,tech,,,,,,
summary,bbs,local,bbs,bbs,,,
summary,bbs,summary,,,,,
news,news,,,,,,
on_air,,,,,,,
frontpage,,,,,,,
weather,,,,,,,
local,local,local,local,local,local,,
on_air,tech,,,,,,
sports,,,,,,,
health,,,,,,,
frontpage,,,,,,,
frontpage,frontpage,,,,,,
health,health,health,health,,,,
frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage
travel,travel,,,,,,
on_air,,,,,,,
frontpage,frontpage,,,,,,
on_air,,,,,,,
frontpage,frontpage,frontpage,,,,,
local,,,,,,,
frontpage,news,,,,,,
frontpage,tech,tech,mich,local,frontpage,news,mich
news,,,,,,,
frontpage,,,,,,,
frontpage,frontpage,,,,,,
bbs,bbs,bbs,bbs,,,,
bbs,,,,,,,
frontpage,on_air,opinion,on_air,travel,on_air,frontpage,on_air
travel,travel,,,,,,
frontpage,,,,,,,
local,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage
bbs,,,,,,,
news,news,,,,,,
travel,travel,,,,,,
health,,,,,,,
tech,,,,,,,
frontpage,news,mich,frontpage,,,,
summary,,,,,,,
summary,summary,,,,,,
frontpage,,,,,,,
health,,,,,,,
summary,bbs,,,,,,
on_air,local,local,local,local,local,local,local
frontpage,frontpage,on_air,frontpage,on_air,on_air,on_air,on_air
on_air,,,,,,,
tech,tech,,,,,,
weather,weather,weather,weather,weather,weather,,
weather,weather,weather,weather,weather,health,tech,
on_air,,,,,,,
frontpage,frontpage,frontpage,sports,frontpage,travel,on_air,on_air
frontpage,news,news,news,news,news,tech,tech
on_air,mich,mich,on_air,mich,mich,,
on_air,,,,,,,
weather,weather,weather,weather,weather,weather,weather,
summary,,,,,,,
frontpage,,,,,,,
on_air,,,,,,,
on_air,mich,on_air,mich,on_air,,,
frontpage,frontpage,frontpage,local,local,local,local,local
frontpage,frontpage,,,,,,
health,local,summary,,,,,
sports,sports,sports,sports,,,,
summary,summary,summary,summary,summary,bbs,bbs,bbs
on_air,,,,,,,
on_air,weather,weather,weather,weather,weather,weather,
health,tech,health,,,,,
on_air,mich,on_air,on_air,on_air,,,
health,weather,weather,weather,weather,weather,weather,weather
on_air,,,,,,,
sports,health,,,,,,
sports,health,on_air,,,,,
on_air,,,,,,,
frontpage,sports,news,,,,,
frontpage,living,,,,,,
frontpage,frontpage,sports,frontpage,frontpage,,,
frontpage,bbs,bbs,bbs,bbs,bbs,bbs,bbs
on_air,on_air,,,,,,
frontpage,bbs,bbs,bbs,frontpage,frontpage,frontpage,bbs
health,mich,mich,frontpage,,,,
weather,,,,,,,
tech,tech,,,,,,
frontpage,frontpage,frontpage,frontpage,frontpage,,,
on_air,tech,sports,on_air,tech,,,
on_air,health,,,,,,
weather,weather,weather,weather,,,,
business,,,,,,,
on_air,,,,,,,
weather,news,news,weather,weather,weather,weather,weather
on_air,,,,,,,
sports,sports,sports,sports,sports,,,
summary,bbs,bbs,,,,,
bbs,bbs,bbs,bbs,bbs,,,
tech,,,,,,,
weather,weather,weather,,,,,
local,,,,,,,
on_air,,,,,,,
sports,,,,,,,
on_air,sports,local,local,,,,
business,,,,,,,
sports,,,,,,,
sports,sports,sports,sports,sports,sports,sports,sports
travel,news,news,news,news,news,news,news
on_air,,,,,,,
mich,summary,summary,summary,,,,
tech,,,,,,,
health,health,,,,,,
weather,weather,weather,weather,weather,weather,,
sports,sports,sports,,,,,
weather,,,,,,,
weather,weather,weather,weather,weather,weather,business,
local,,,,,,,
frontpage,business,bbs,,,,,
tech,,,,,,,
summary,summary,bbs,,,,,
sports,,,,,,,
local,,,,,,,
frontpage,,,,,,,
on_air,health,frontpage,frontpage,mich,mich,frontpage,on_air
on_air,tech,tech,tech,,,,
health,local,sports,sports,sports,frontpage,mich,mich
health,,,,,,,
weather,weather,weather,weather,weather,,,
on_air,sports,,,,,,
on_air,,,,,,,
local,,,,,,,
tech,tech,,,,,,
summary,,,,,,,
frontpage,frontpage,frontpage,frontpage,frontpage,,,
weather,weather,weather,weather,weather,,,
tech,sports,bbs,bbs,bbs,bbs,bbs,sports
health,health,health,,,,,
business,business,news,news,sports,,,
on_air,on_air,on_air,on_air,,,,
news,business,business,news,,,,
frontpage,on_air,on_air,opinion,opinion,opinion,opinion,opinion
summary,summary,bbs,bbs,,,,
health,mich,health,health,health,frontpage,mich,mich
frontpage,frontpage,frontpage,frontpage,,,,
summary,mich,,,,,,
frontpage,frontpage,frontpage,frontpage,frontpage,local,frontpage,frontpage
news,,,,,,,
on_air,,,,,,,
news,news,news,news,news,news,sports,sports
frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,
frontpage,frontpage,business,business,frontpage,on_air,local,frontpage
frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage
tech,,,,,,,
health,frontpage,news,tech,msn,msn,health,frontpage
local,local,local,local,local,local,weather,
living,living,living,,,,,
tech,tech,tech,tech,tech,,,
sports,local,,,,,,
sports,,,,,,,
on_air,local,,,,,,
frontpage,,,,,,,
frontpage,,,,,,,
news,,,,,,,
tech,,,,,,,
health,,,,,,,
frontpage,frontpage,,,,,,
frontpage,,,,,,,
on_air,,,,,,,
on_air,on_air,health,on_air,,,,
frontpage,,,,,,,
weather,weather,,,,,,
bbs,news,tech,on_air,,,,
local,local,local,local,local,local,local,local
sports,sports,,,,,,
local,on_air,,,,,,
news,,,,,,,
on_air,,,,,,,
on_air,frontpage,,,,,,
on_air,,,,,,,
on_air,,,,,,,
frontpage,local,local,local,on_air,sports,sports,sports
tech,,,,,,,
on_air,on_air,on_air,,,,,
frontpage,on_air,weather,,,,,
frontpage,news,tech,tech,news,,,
on_air,,,,,,,
frontpage,frontpage,frontpage,frontpage,frontpage,,,
bbs,bbs,bbs,bbs,bbs,bbs,bbs,bbs
on_air,,,,,,,
on_air,,,,,,,
on_air,,,,,,,
health,health,on_air,mich,mich,on_air,mich,health
frontpage,,,,,,,
health,,,,,,,
tech,,,,,,,
summary,summary,bbs,bbs,summary,,,
weather,weather,weather,weather,weather,weather,weather,weather
frontpage,bbs,frontpage,frontpage,,,,
bbs,bbs,bbs,,,,,
health,,,,,,,
sports,,,,,,,
news,,,,,,,
sports,frontpage,sports,frontpage,,,,
summary,summary,summary,weather,,,,
frontpage,tech,tech,tech,sports,sports,sports,sports
on_air,,,,,,,
sports,sports,sports,local,mich,local,local,health
tech,,,,,,,
on_air,,,,,,,
sports,sports,,,,,,
tech,news,,,,,,
on_air,local,local,weather,weather,weather,weather,weather
bbs,,,,,,,
weather,weather,weather,,,,,
news,,,,,,,
health,,,,,,,
on_air,,,,,,,
tech,,,,,,,
sports,sports,,,,,,
on_air,,,,,,,
on_air,,,,,,,
frontpage,news,frontpage,tech,tech,frontpage,mich,local
on_air,,,,,,,
sports,sports,,,,,,
frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,frontpage
frontpage,frontpage,,,,,,
weather,weather,weather,weather,,,,
summary,,,,,,,
frontpage,sports,,,,,,
on_air,on_air,,,,,,
local,on_air,opinion,opinion,,,,
on_air,mich,mich,on_air,mich,on_air,on_air,
frontpage,frontpage,frontpage,frontpage,frontpage,frontpage,sports,frontpage
weather,weather,weather,weather,weather,weather,weather,weather
local,local,local,local,local,local,local,local
frontpage,bbs,business,sports,,,,
health,health,,,,,,
tech,tech,tech,sports,,,,
frontpage,business,,,,,,
tech,,,,,,,
summary,summary,summary,,,,,
bbs,,,,,,,
weather,weather,weather,weather,weather,weather,weather,weather
tech,,,,,,,
tech,,,,,,,
on_air,,,,,,,
on_air,on_air,,,,,,
weather,weather,weather,weather,weather,weather,weather,weather
frontpage,local,frontpage,local,tech,msn,on_air,frontpage
summary,summary,,,,,,
on_air,travel,living,travel,business,travel,on_air,news
on_air,health,,,,,,
news,news,tech,msn,tech,news,living,
news,news,news,news,news,tech,,
weather,weather,weather,weather,weather,weather,weather,weather
sports,,,,,,,
weather,,,,,,,
sports,weather,,,,,,
frontpage,,,,,,,
tech,tech,tech,tech,tech,tech,tech,tech
health,mich,mich,frontpage,bbs,frontpage,bbs,frontpage
mich,mich,mich,mich,mich,mich,,
summary,,,,,,,
weather,frontpage,frontpage,frontpage,frontpage,bbs,frontpage,bbs
health,health,health,,,,,
frontpage,frontpage,news,news,news,news,news,
weather,weather,,,,,,
frontpage,living,frontpage,bbs,bbs,,,
frontpage,frontpage,,,,,,
health,,,,,,,
local,on_air,,,,,,
local,local,,,,,,
on_air,on_air,on_air,opinion,opinion,opinion,opinion,opinion
frontpage,frontpage,frontpage,,,,,
on_air,,,,,,,
weather,weather,weather,weather,,,,
local,,,,,,,
frontpage,frontpage,on_air,,,,,
frontpage,,,,,,,
bbs,,,,,,,
summary,summary,,,,,,
frontpage,bbs,,,,,,
summary,summary,summary,summary,summary,summary,,
tech,,,,,,,
news,news,news,news,news,,,
frontpage,frontpage,tech,tech,frontpage,frontpage,sports,frontpage
weather,,,,,,,
on_air,weather,weather,,,,,
on_air,,,,,,,
frontpage,,,,,,,
on_air,,,,,,,
summary,summary,bbs,bbs,bbs,,,
sports,news,news,news,,,,
frontpage,news,news,frontpage,frontpage,news,news,sports
frontpage,frontpage,news,news,tech,news,news,
local,local,local,local,local,local,local,local
bbs,bbs,,,,,,
on_air,,,,,,,
frontpage,frontpage,bbs,bbs,bbs,bbs,bbs,bbs
frontpage,frontpage,,,,,,
summary,summary,,,,,,
frontpage,,,,,,,
weather,weather,,,,,,
frontpage,,,,,,,
news,news,,,,,,
health,health,frontpage,,,,,
opinion,,,,,,,
on_air,,,,,,,
summary,,,,,,,
